2353.25,40.5
2357.16,63.5
2361.05,90.5
2364.95,44.5
2368.83,62
2372.71,37
2376.59,17
2380.45,84
2384.32,37.5
2388.17,18
2392.02,36
2395.87,90.5
2399.7,58.5
2403.54,42.5
2407.36,35
2411.19,32.5
2415,24
2418.81,10
2422.61,63
2426.41,19
2430.2,64.5
2433.99,47.5
2437.77,78.5
2441.54,59.5
2445.31,20.5
2449.08,27.5
2452.83,35
2456.59,90.5
2460.33,50.5
2464.07,30.5
2467.81,46
2471.53,38
2475.26,52.5
2478.97,49.5
2482.69,49
2486.39,28.5
2490.09,23.5
2493.79,76.5
2497.48,72.5
2501.16,44
2504.84,8
2508.51,52
2512.18,17
2515.84,43
2519.49,33.5
2523.14,-2.5
2526.79,23.5
2530.43,10.5
2534.06,57.5
2537.69,39
2541.31,6
2544.93,-8.5
2548.54,24
2552.14,-2
2555.74,76
2559.34,52
2562.93,1
2566.51,40.5
2570.09,84
2573.66,-0.5
>>>>>End Processed Spectral Data<<<<<
